id,airport_from,airport_to,date
41,NZPO,86OH,2011-03-30 01:39:27
42,KR-0997,DK-0019,2009-09-08 18:29:27
43,KR-0997,DE-0354,2016-05-29 10:44:20
44,SK-455,MY49,2013-07-15 21:51:12
45,SK-455,1KC,2014-01-24 00:54:51
46,SK-455,89TS,2014-04-18 17:20:55
47,SK-455,FD93,2013-09-13 20:01:22
48,SK-455,86IS,2016-03-13 07:44:04
49,SK-455,NZIR,2012-02-14 09:22:09
50,SK-455,MX-0594,2011-02-15 04:20:32
51,SK-455,PG-KUY,2013-03-29 09:03:26
52,SK-455,JM-0012,2009-12-08 04:22:21
53,SK-455,LS43,2014-06-05 17:08:00
54,SK-455,AYNO,2017-10-30 21:51:25
55,SCJO,KP-0085,2017-02-09 01:48:54
56,SCJO,TE98,2017-01-04 09:55:40
57,SCJO,SJLA,2011-06-30 13:35:04
58,SCJO,8IS2,2014-11-19 04:16:01
59,SCJO,MDPC,2017-04-09 00:47:45
60,SCJO,GB-0367,2016-03-29 17:43:37
61,SCJO,LFTP,2013-07-22 03:34:37
62,SCJO,RU-6153,2013-05-23 20:38:52
63,SCJO,LFSW,2013-12-26 13:56:12
64,SCJO,KR-0424,2016-05-04 18:13:19
65,SCJO,SWVB,2011-05-19 08:13:48
66,SCJO,MHCI,2015-10-16 11:47:02
67,SCJO,SK-0060,2011-11-13 20:19:47
68,SCJO,1LS5,2017-02-27 02:24:19
69,SCJO,II78,2009-12-21 13:50:04
70,SCJO,2NC0,2010-01-21 16:37:45
71,SCJO,FEGM,2017-09-10 12:09:53
72,SCJO,KR-0590,2013-02-12 04:43:05
73,SCJO,MA81,2012-04-27 11:59:26
74,SCJO,SLEK,2016-05-16 13:54:08
75,SCJO,SCKN,2016-12-31 15:22:46
76,SCJO,CA-0333,2014-09-20 23:57:57
77,SCJO,US-0905,2011-12-22 02:31:06
78,SCJO,UTDD,2011-11-01 16:45:04
79,SCJO,NA-0104,2010-11-15 05:43:31
80,SCJO,47CO,2012-12-24 07:23:02
81,SCJO,CEJ2,2015-08-14 04:02:50
82,SCJO,OR42,2009-07-03 14:25:18
83,SCJO,TX40,2013-03-31 18:59:12
84,SCJO,1PA9,2014-04-05 09:48:07
85,SCJO,PT-0110,2009-06-08 08:55:02
86,SCJO,NJ86,2014-05-29 18:45:02
87,SCJO,01NV,2010-10-01 14:56:10
88,SCJO,KR-0004,2017-02-14 06:20:05
89,SCJO,KHYR,2015-06-23 20:00:20
90,SCJO,1NE6,2017-01-31 18:17:41
91,SCJO,CYLT,2014-10-11 10:11:59
92,SCJO,MYAN,2010-12-28 02:41:31
93,SCJO,PA50,2009-07-10 20:13:44
94,SCJO,SDXF,2013-09-20 11:18:07
95,SCJO,CSK4,2009-11-20 23:40:28
96,SCJO,CEV3,2014-12-18 18:12:47
97,SCJO,SDDF,2011-09-18 09:30:14
98,SCJO,8OR6,2009-07-09 19:35:18
99,SCJO,KR-0211,2016-12-12 06:39:39
100,SVOW,SSQP,2013-01-09 09:30:51
101,SVOW,CNY4,2010-03-24 12:49:28
102,SVOW,CO-0033,2012-03-09 05:25:10
103,SVOW,RU-0017,2017-01-23 03:30:01
104,SVOW,MBSY,2014-09-11 14:32:12
105,SVOW,CLM2,2017-06-17 00:23:33
106,SVOW,GB-0499,2011-11-09 15:38:44
107,EFAL,TZ-0071,2014-05-06 14:40:29
108,EFAL,CT44,2015-08-30 19:52:49
109,EFAL,KS33,2010-05-08 06:14:45
110,EFAL,SNYR,2012-04-13 02:53:02
111,EFAL,AR-0376,2013-05-26 08:15:48
112,EFAL,PA66,2009-01-12 11:23:31
113,EFAL,DTTG,2010-12-06 08:35:25
114,EFAL,0VA4,2017-02-06 05:01:53
115,EFAL,K4R7,2011-09-12 15:31:53
116,KR-0435,9TE2,2009-12-01 16:40:15
117,KR-0435,FR-0034,2015-08-24 20:22:35
118,FR-0314,FD35,2016-02-13 02:55:24
119,FR-0314,SGPO,2011-06-10 08:47:47
120,FR-0314,MX-0638,2014-09-17 07:22:03
121,FR-0314,LDPM,2011-04-12 18:56:12
122,FR-0314,1IA0,2016-01-07 20:46:01
123,US-0122,MD93,2013-05-14 02:31:16
124,US-0122,9CL0,2016-01-18 23:54:47
125,M10,88XS,2014-07-19 09:01:56
126,M10,4MO3,2013-08-13 21:48:29
127,M10,LHDV,2012-04-09 16:39:53
128,M10,9II6,2014-11-02 23:15:39
129,M10,SSUH,2009-01-11 02:04:32
130,ENQO,MN19,2015-05-07 19:27:22
131,ENQO,IT-0389,2017-08-21 20:21:30
132,NC37,FA58,2017-03-21 04:08:13
133,NC37,67OG,2014-12-07 08:13:11
134,NC37,LS92,2013-12-24 19:57:15
135,NC37,US-0218,2017-04-27 23:54:51
136,NC37,4MT1,2014-07-17 06:58:07
137,NC37,FZBN,2012-11-21 23:20:35
138,NC37,CZ-0076,2009-06-14 21:04:47
139,NC37,KHYI,2016-10-05 05:44:07
140,5K0,KR-0665,2015-10-21 22:06:52
141,5K0,CA-0043,2013-08-18 11:26:40
142,5K0,9CL4,2014-01-16 16:51:23
143,5K0,42PN,2012-03-04 14:49:23
144,5K0,36OK,2009-09-14 06:21:20
145,5K0,3H3,2012-02-10 00:35:41
146,5K0,0WN6,2017-03-27 01:51:57
147,5K0,BGGN,2013-08-15 16:18:48
148,OPSP,SJPF,2017-06-25 07:30:33
149,OPSP,SI-0018,2014-09-24 18:30:10
150,OPSP,SK-319,2010-09-02 09:07:22
151,OPSP,HE46,2015-08-23 13:58:59
152,OPSP,AR-0269,2009-08-26 11:17:40
153,OPSP,CDD2,2016-03-29 02:49:27
154,OPSP,US-0302,2009-05-11 01:19:36
155,OPSP,US-0065,2015-12-07 12:59:16
156,OPSP,FLND,2017-08-28 02:33:53
157,NC53,UKFB,2016-11-26 10:24:35
158,NC53,PS69,2009-06-29 01:01:47
159,2AR9,ID-KOD,2010-11-01 15:16:58
160,2AR9,SDLX,2010-06-04 22:09:17
161,KX21,SNTR,2014-06-26 15:04:11
162,KX21,MRED,2015-01-11 00:09:39
163,KX21,LFOL,2017-11-03 13:21:37
164,KX21,ID42,2015-05-26 06:21:29
165,KX21,TX75,2011-03-21 06:45:06
166,KX21,36WA,2014-05-12 12:36:06
167,KX21,KR-0222,2011-03-22 23:24:09
168,KX21,CJR2,2012-01-03 16:22:56
169,KX21,KTAZ,2015-10-06 17:30:48
170,SJSA,RPLO,2011-05-19 00:13:23
171,SJSA,AR-0633,2017-12-08 17:24:58
172,SJSA,SDKZ,2016-04-22 17:57:48
173,SJSA,EGXY,2013-07-20 01:21:43
174,SJSA,34AR,2010-10-22 22:24:36
175,MZ-0027,37IS,2016-03-06 05:31:44
176,MZ-0027,39FD,2014-01-03 22:38:18
177,MZ-0027,SLRR,2009-10-14 18:02:03
178,MZ-0027,6LL9,2014-08-05 00:11:22
179,MZ-0027,56TE,2011-02-10 14:30:33
180,MZ-0027,MS63,2012-01-19 17:11:59
181,MZ-0027,SN49,2009-02-01 13:36:08
182,50TX,KM89,2010-07-09 20:02:14
183,50TX,FBKE,2016-11-06 13:05:59
184,50TX,67CL,2009-11-22 19:04:32
185,50TX,KR-0478,2017-08-05 06:48:22
186,50TX,6AK5,2013-02-23 23:08:20
187,50TX,1NY7,2010-08-23 07:02:15
188,NV32,PH-0079,2010-01-24 07:22:42
189,NV32,TX90,2016-07-20 01:07:28
190,SVIM,SJYW,2014-02-08 18:32:53
191,SVIM,FLSH,2016-01-01 09:28:12
192,SVIM,SIQJ,2013-06-29 17:10:35
193,SVIM,NVSP,2009-03-08 07:23:32
194,SVIM,CY-0003,2013-09-30 10:03:51
195,AU-0107,KAXX,2012-09-28 14:44:57
196,AU-0107,7I2,2014-05-28 14:02:07
197,AU-0107,HEY,2013-03-20 21:04:55
198,AU-0107,BR-0241,2012-03-15 12:42:23
199,AU-0107,US-0393,2012-04-11 05:38:00
200,AU-0107,OH02,2016-10-28 01:16:46
201,AU-0107,SWLE,2017-04-26 18:38:14
202,AU-0107,MMHO,2016-01-14 06:09:21
203,AU-0107,BR-0152,2013-03-25 07:09:01
204,RJSU,MX-0402,2010-07-09 12:46:00
205,RJSU,KR-0645,2017-08-09 08:14:42
206,RJSU,PS20,2010-09-18 13:38:40
207,RJSU,CO08,2012-02-25 13:50:31
208,RJSU,GB-0195,2011-08-30 17:20:42
209,RJSU,KPYM,2010-03-23 16:00:12
210,RJSU,7Y3,2017-01-18 05:46:39
211,RJSU,PH-0001,2013-02-17 15:10:25
212,RJSU,PAKN,2016-02-08 18:08:59
213,CJC5,56NJ,2014-09-03 19:25:31
214,CJC5,OS73,2015-07-31 02:41:12
215,CJC5,IT-0519,2014-07-25 01:25:45
216,CJC5,09W,2012-04-19 12:18:09
217,CJC5,6MS1,2016-06-01 11:43:10
218,CJC5,CKU4,2009-10-09 05:39:06
219,CJC5,KSLE,2017-02-02 05:57:12
220,CJC5,CO-0035,2016-03-22 19:11:26
221,CJC5,CZ-0071,2010-02-13 00:36:45
222,CJC5,PL-0131,2013-09-06 05:36:07
223,CJC5,TMJG,2010-07-08 20:41:10
224,FLPK,FA26,2014-07-05 09:31:06
225,FLPK,0MD5,2015-10-27 08:23:21
226,FLPK,JP-0076,2010-01-26 19:41:42
227,FLPK,31OH,2009-08-07 02:46:33
228,FLPK,GB-0130,2017-10-25 06:34:20
229,FLPK,CSZ3,2012-04-21 21:00:53
230,FLPK,67S,2016-12-23 16:43:11
231,KANQ,LU-0004,2009-06-26 04:21:09
232,KANQ,KIRS,2010-03-15 19:28:55
233,KANQ,12NC,2015-07-11 23:31:50
234,KANQ,6FD6,2011-09-21 08:24:40
235,KANQ,SDND,2015-02-12 05:20:49
236,KANQ,PL-0002,2015-10-12 02:19:10
237,KANQ,SSMT,2012-12-23 19:38:13
238,SJXO,FR-0224,2013-02-21 20:52:53
239,SJXO,UAFM,2013-05-02 16:59:23
240,LQJL,PS26,2015-11-25 15:33:29
241,LQJL,SD55,2014-06-12 14:56:40
242,LQJL,4IL4,2016-07-03 00:35:32
243,LQJL,TVSC,2009-04-21 14:31:16
244,LQJL,PGUA,2013-05-04 17:08:26
245,LQJL,SNDK,2011-11-20 22:38:11
246,LQJL,50LA,2013-12-17 03:54:27
247,LQJL,FEGE,2009-12-15 22:03:02
248,LQJL,KR-0073,2017-08-02 07:01:27
249,LQJL,K4B6,2014-06-23 12:29:27
250,LQJL,KDIJ,2011-10-23 08:43:13
251,KSLG,IG06,2015-12-03 16:50:58
252,KSLG,KCOE,2016-03-03 17:09:09
253,KSLG,SUCN,2011-05-12 18:47:26
254,KSLG,15PN,2012-02-23 16:38:01
255,KSLG,AR-0093,2016-06-14 08:49:53
256,KSLG,KDAA,2015-01-18 16:33:19
257,KSLG,48IN,2013-07-19 18:57:19
258,KSLG,HSKI,2016-03-03 01:21:30
259,KSLG,DE-0375,2017-03-10 08:54:14
260,KSLG,0PA2,2016-08-17 11:59:09
261,KSLG,1Q5,2014-12-08 14:19:12
262,RU-0181,CA-0690,2012-06-25 14:54:03
263,RU-0181,LV-0004,2017-12-05 10:52:00
264,CGL2,OAMN,2017-04-23 08:19:13
265,CGL2,HAGR,2011-10-17 02:03:45
266,CGL2,GA18,2016-11-09 03:00:24
267,CGL2,FZFK,2010-05-06 15:26:39
268,CGL2,AR23,2012-01-15 12:52:36
269,CGL2,1AR9,2011-10-20 17:11:35
270,CGL2,NL-0003,2017-04-02 18:59:54
271,CGL2,LFDI,2010-11-13 21:29:12
272,CGL2,SDBZ,2009-08-01 12:59:56
273,MHAN,FOGB,2013-04-30 03:10:00
274,MHAN,KTNP,2012-04-08 14:33:03
275,MHAN,UZ-0134,2012-07-27 01:15:26
276,MHAN,BY-0028,2009-12-27 01:48:18
277,MHAN,KOM,2013-06-24 20:52:03
278,MHAN,HL58,2016-12-01 01:48:58
279,MHAN,1TA2,2015-10-24 17:46:12
280,MHAN,KMLE,2015-12-26 20:47:09
281,MHAN,TR-0037,2012-07-13 20:29:40
282,MHAN,9G9,2016-09-13 14:35:07
283,MHAN,CA-0399,2014-01-13 20:15:01
284,3D8,KSKA,2013-08-14 17:00:00
285,3D8,6IS5,2015-10-24 07:31:26
286,3D8,8AL3,2010-02-01 08:55:16
287,3D8,44XS,2014-12-04 05:43:20
288,3D8,KFYE,2013-11-14 06:12:56
289,3D8,BR-0265,2010-04-01 02:28:13
290,3D8,SJFT,2013-02-10 02:04:46
291,3D8,SIXB,2011-11-01 08:19:42
292,3D8,AO-0033,2011-10-28 01:06:21
293,KTRL,K26R,2017-04-01 03:12:30
294,KTRL,AR-0582,2015-12-19 11:09:39
295,KTRL,SDUS,2010-03-17 13:51:28
296,KTRL,CA-0707,2014-05-06 05:07:58
297,KTRL,DE-0359,2013-07-05 20:38:12
298,KTRL,CEP8,2009-01-14 06:19:26
299,KTRL,CBB9,2012-12-26 06:34:15
300,KTRL,RK03,2016-10-03 09:03:24
301,KTRL,BR-0093,2012-06-04 20:11:37
302,KR-0292,BR-0254,2013-10-12 11:42:22
303,KR-0292,8TE1,2013-05-22 00:55:05
304,08OK,SMKE,2010-10-27 14:12:02
305,08OK,U72,2013-03-14 15:36:38
306,08OK,BGCO,2011-11-15 04:12:26
307,08OK,9LA9,2012-06-01 21:12:17
308,08OK,K9D9,2017-10-18 21:43:50
309,08OK,83R,2017-11-09 09:38:30
310,08OK,NFKB,2016-08-27 14:45:52
311,08OK,PT-0116,2011-01-17 15:07:02
312,08OK,GB-0227,2013-04-01 17:01:09
313,RU-0287,OYBN,2009-08-28 19:25:47
314,RU-0287,MHCB,2012-12-29 16:42:59
315,RU-0287,MHPI,2013-03-19 01:15:02
316,RU-0287,SSWN,2016-08-14 04:53:10
317,RU-0287,SWNQ,2011-02-25 12:48:15
318,RU-0287,AT-0002,2011-01-01 00:53:42
319,RU-0287,FD99,2010-04-02 00:16:34
320,SDZA,NH33,2015-10-02 17:09:30
321,SDZA,KHFJ,2012-12-25 00:10:20
322,SDZA,LSMF,2011-04-14 10:02:05
323,SDZA,1NY1,2011-02-07 09:53:59
324,SDZA,SIOT,2010-10-28 23:02:20
325,SDZA,SK-151,2017-05-08 04:53:05
326,SDZA,MRSR,2013-09-03 22:07:30
327,SDZA,SSHD,2016-05-15 10:54:40
328,SDZA,1MN2,2013-02-06 20:30:05
329,SDZA,CSW8,2013-07-06 07:06:06
330,SDZA,KS97,2012-04-02 08:34:26
331,KINJ,UHPG,2009-06-15 03:47:41
332,KINJ,CYVD,2013-01-07 13:08:15
333,KINJ,CY-0008,2012-03-14 04:50:38
334,KINJ,4Z9,2014-10-30 18:24:58
335,KINJ,PG-0071,2017-05-24 07:54:10
336,KINJ,SWYK,2014-03-10 14:42:16
337,KRGK,SBCX,2011-08-26 05:04:47
338,KRGK,SWCO,2017-06-13 17:05:40
339,KRGK,SADZ,2017-10-13 12:35:21
340,KRGK,76NE,2016-03-23 08:47:02
341,KRGK,EDHF,2010-12-15 03:03:06
342,KRGK,SNVT,2010-02-01 16:31:31
343,KRGK,TZ-0084,2013-08-13 02:19:24
344,KRGK,OR75,2015-09-20 02:30:46
345,KRGK,NM40,2009-06-24 05:52:32
346,BR-0114,SVFR,2009-03-29 04:58:52
347,BR-0114,30OK,2011-09-18 17:46:53
348,BR-0114,FR-0210,2009-01-27 22:35:24
349,BR-0114,SWYB,2016-04-05 07:30:02
350,BR-0114,2IA0,2016-03-25 17:04:20
351,TISX,UZ-0087,2015-12-20 12:04:17
352,TISX,IT-0123,2010-11-05 09:07:55
353,TISX,SSSS,2013-01-15 07:47:15
354,TISX,RU-0472,2017-10-27 00:20:12
355,TISX,AR-0604,2013-08-24 01:19:47
356,TISX,4CA1,2012-12-09 10:10:26
357,TISX,00UT,2016-11-23 06:49:47
358,TISX,CN-0084,2017-10-18 21:48:43
359,TISX,7D8,2011-04-14 18:08:56
360,TISX,AR-0165,2016-07-17 17:55:07
361,TISX,TE18,2014-11-25 09:37:12
362,TISX,KR-0422,2015-04-30 17:30:29
363,TISX,42AZ,2015-02-21 13:35:34
364,TISX,OKBK,2014-02-15 18:13:13
365,TISX,39T,2016-12-19 16:27:54
366,TISX,6MO4,2013-05-09 01:53:26
367,TISX,1MD4,2010-11-13 19:34:30
368,TISX,EFIV,2015-06-19 01:06:13
369,TISX,SIHK,2012-10-07 13:42:58
370,TISX,KXSA,2011-06-28 00:52:31
371,TISX,LHUD,2016-02-06 17:11:04
372,TISX,AU-0045,2010-04-24 10:45:16
373,CNP7,SNTP,2014-12-03 01:18:56
374,CNP7,75WA,2014-10-30 22:39:45
375,CNP7,MX-0004,2010-02-02 12:34:34
376,CNP7,LFPR,2016-04-29 04:45:17
377,CNP7,1I6,2010-08-04 22:30:19
378,CNP7,BMZ,2011-11-12 19:46:28
379,CNP7,ID-KCI,2009-10-30 04:13:58
380,CNP7,MU66,2014-06-10 19:43:12
381,CNP7,PF-0001,2010-12-24 14:19:49
382,EKCH,JJD,2012-02-02 09:52:31
383,EKCH,4XS4,2017-01-29 17:41:04
384,EKCH,68CO,2013-10-18 04:11:05
385,EKCH,KR-0671,2016-10-05 17:45:22
386,EKCH,HAGN,2015-05-01 06:55:20
387,EKCH,99A,2009-08-09 02:52:44
388,EKCH,EDLX,2014-06-14 20:17:05
389,EKCH,KG-0002,2009-08-29 02:42:52
390,EKCH,MX-0692,2017-02-02 17:12:10
391,EKCH,AZ35,2015-06-24 18:09:02
392,EKCH,K0A4,2013-09-17 04:22:15
393,EKCH,GA18,2014-11-20 21:45:22
394,EKCH,H97,2015-05-27 09:36:32
395,EKCH,GLGE,2009-10-07 09:45:56
396,EKCH,CPV4,2010-09-02 19:31:48
397,EKCH,KR-0090,2014-06-02 04:35:06
398,EKCH,2LS3,2011-03-09 03:04:54
399,EKCH,SSQW,2009-04-24 13:03:18
400,EKCH,CYDF,2014-03-01 19:51:43
401,EKCH,RAW,2015-07-21 19:43:15
402,EKCH,KFFX,2012-05-17 21:43:07
403,EKCH,ID-0160,2009-12-22 21:48:54
404,EKCH,KR-0180,2017-02-17 01:33:24
405,EKCH,UKKM,2017-09-01 07:47:30
406,EKCH,SK-473,2015-11-09 16:55:26
407,EKCH,SPTY,2013-01-07 15:44:26
408,EKCH,TN04,2009-05-15 02:12:19
409,EKCH,5MN1,2013-09-10 21:55:30
410,EKCH,SWNU,2012-03-17 05:48:52
411,EKCH,HAGB,2014-10-23 03:03:26
412,EKCH,10PN,2011-09-01 18:06:39
413,EKCH,8MI8,2010-11-27 14:02:24
414,EKCH,AL95,2017-08-17 01:37:20
415,EKCH,1CA1,2013-08-14 13:11:15
416,EKCH,SSQQ,2013-06-07 21:52:20
417,EKCH,8U5,2011-11-26 05:58:39
418,EKCH,KLHQ,2011-10-23 21:12:42
419,EKCH,SK-461,2014-05-14 13:56:38
420,EKCH,91TX,2011-10-03 15:37:36
421,EKCH,AYXG,2016-06-21 21:35:17
422,EKCH,10AL,2014-11-04 07:41:37
423,EKCH,KE-6058,2011-11-22 00:30:26
424,EKCH,30OK,2017-11-17 05:30:20
425,EKCH,FAAP,2016-10-03 06:19:50
426,EKCH,8OK5,2012-01-24 13:33:03
427,EKCH,AL99,2015-05-01 02:38:57
428,EKCH,BCP,2009-10-13 20:15:48
429,EKCH,3FD2,2013-06-05 00:53:19
430,EKCH,61OH,2011-07-03 21:14:07
431,EKCH,JP-0048,2015-11-09 07:29:05
432,EKCH,IN-0067,2015-04-15 15:23:08
433,EKCH,SA05,2009-03-09 23:34:36
434,EKCH,FEFC,2014-08-20 16:45:07
435,EKCH,US-0539,2012-11-11 05:58:52
436,EKCH,KZ-0085,2013-04-04 05:36:17
437,EKCH,62MN,2013-08-14 14:06:16
438,EKCH,61J,2015-05-22 04:35:01
439,EKCH,SLJV,2014-05-31 21:33:27
440,EKCH,NH52,2011-03-20 21:15:59
441,EKCH,AGGP,2013-06-23 03:20:25
442,EKCH,5FD1,2013-01-28 20:28:46
443,EKCH,06NY,2011-11-26 05:43:37
444,EKCH,KDVN,2017-10-09 21:10:01
445,EKCH,NC17,2017-04-15 04:58:59
446,EKCH,UIUB,2009-07-31 10:56:42
447,EKCH,3NA7,2016-02-09 07:50:41
448,EKCH,NY50,2009-07-22 12:07:53
449,EKCH,KR-0253,2015-10-06 11:53:18
450,EKCH,6R5,2015-06-13 05:53:27
451,EKCH,CA55,2012-07-20 03:01:25
452,EKCH,TN67,2009-06-17 09:57:33
453,EKCH,EDOR,2013-11-01 16:26:47
454,EKCH,OK58,2014-10-16 19:59:19
455,EKCH,IT-0337,2017-01-10 05:38:46
456,EKCH,FZCT,2012-02-13 22:46:09
457,EKCH,SDGU,2017-10-28 04:30:06
458,EKCH,DE-0380,2014-03-21 04:54:26
459,EKCH,PAKU,2010-05-27 08:43:11
460,EKCH,US-0951,2017-01-02 22:11:59
461,EKCH,KPIA,2017-05-14 03:18:33
462,EKCH,EDBJ,2017-01-31 14:53:41
463,EKCH,SJTE,2012-05-11 13:07:04
464,EKCH,SNVH,2010-07-13 12:24:05
465,EKCH,AU-0071,2009-11-01 16:50:38
466,EKCH,28MA,2012-07-21 18:55:21
467,EKCH,MYLD,2010-11-24 20:45:09
468,EKCH,MDCZ,2017-10-08 23:47:24
469,EKCH,SNHQ,2011-09-16 20:15:40
470,EKCH,42MN,2010-01-30 10:06:34
471,EKCH,RU-0242,2009-11-30 15:21:14
472,EKCH,US-0087,2013-01-03 21:08:19
473,EKCH,BR-0202,2011-09-01 02:27:54
474,EKCH,FZOF,2016-10-29 01:18:44
475,EKCH,SNEL,2012-09-22 12:41:39
476,EKCH,SIKD,2014-02-14 21:49:01
477,EKCH,ME41,2013-10-23 21:56:32
478,EKCH,FAZR,2009-10-03 04:12:43
479,EKCH,CDT7,2014-03-19 23:10:10
480,EKCH,6TE4,2011-05-06 21:15:26
481,EKCH,TA62,2010-12-12 21:15:55
482,EKCH,NJ08,2013-06-06 09:27:24
483,FR-0281,8II3,2013-05-12 07:21:24
484,FR-0281,LFPH,2012-02-18 07:32:30
485,FR-0281,NA-0171,2012-08-08 10:58:16
486,FR-0281,17MT,2009-04-19 06:37:52
487,FR-0281,MMLM,2012-05-17 14:45:43
488,FR-0281,NK31,2016-08-07 10:15:19
489,FR-0281,MT92,2015-05-26 05:05:52
490,FR-0281,NZGM,2009-03-17 15:12:58
491,FR-0281,RU-7565,2014-06-21 02:01:05
492,KVQQ,11AL,2015-05-12 08:35:12
493,KVQQ,MZ-0020,2009-12-15 02:30:15
494,KVQQ,IA06,2012-06-18 01:58:41
495,KVQQ,4CA8,2013-04-11 16:28:40
496,KVQQ,LFRS,2014-04-14 19:45:30
497,SDPN,0AK1,2013-10-16 04:13:16
498,SDPN,KZ98,2013-06-04 19:42:09
499,SDPN,CES7,2012-02-23 07:27:20
500,SDPN,EIAB,2013-05-30 23:07:10
501,SDPN,OH78,2016-10-11 01:32:27
502,SDPN,CA-0068,2017-11-19 20:13:12
503,LSZB,SDIR,2013-08-21 18:26:51
504,LSZB,K7A4,2012-08-11 19:05:08
505,LSZB,FQAG,2014-10-21 06:23:22
506,LSZB,KRVN,2016-03-12 13:15:56
507,LSZB,KP-0076,2016-03-20 02:08:55
508,LSZB,2AK8,2015-12-20 09:47:36
509,LSZB,MMTJ,2013-11-27 21:00:38
510,LSZB,TS39,2009-03-21 19:59:05
511,LSZB,TE64,2009-03-06 22:33:17
512,LSZB,CKM5,2015-03-04 09:56:20
513,LSZB,NTGG,2014-02-17 20:15:16
514,LSZB,MS16,2011-10-22 01:08:53
515,LSZB,FAPE,2012-05-01 19:58:49
516,LSZB,NJ49,2015-10-12 15:08:41
517,LSZB,EPPT,2010-07-01 06:12:02
518,LSZB,SDFV,2010-09-08 16:42:06
519,LSZB,FR-0371,2015-12-13 03:46:01
520,LSZB,UMNV,2015-11-16 09:02:18
521,LSZB,AK75,2014-07-30 15:28:14
522,LSZB,EIKI,2010-07-07 21:03:53
523,LSZB,8TX0,2017-08-19 20:39:45
524,LSZB,RU-0357,2014-05-11 21:50:03
525,LSZB,01WA,2010-06-20 11:09:56
526,LSZB,0Q6,2017-05-04 21:34:42
527,LSZB,KMCO,2010-02-23 06:51:55
528,LSZB,GB-0104,2012-08-13 07:04:19
529,LSZB,SWGC,2009-02-16 03:02:41
530,LSZB,NJ25,2014-01-26 04:06:30
531,LSZB,BR-0004,2012-01-22 19:06:07
532,LSZB,3CL9,2009-11-30 02:36:48
533,LSZB,KR-0555,2011-06-15 15:04:21
534,LSZB,CA-0022,2017-04-03 18:45:53
535,LSZB,KAPT,2015-12-14 11:23:07
536,LSZB,8OR9,2009-10-25 13:39:34
537,LSZB,PH-0081,2012-04-23 14:53:52
538,US-0394,LHNY,2014-06-26 23:06:58
539,US-0394,EILT,2014-10-20 21:46:38
540,4VA5,CNL2,2016-03-21 23:50:21
541,4VA5,CT07,2016-06-15 01:16:26
542,4VA5,CA-0541,2011-06-14 16:24:04
543,4VA5,CN-0143,2013-12-14 05:40:52
544,4VA5,CA-0174,2014-02-08 18:53:33
545,4VA5,SETU,2014-03-22 21:11:38
546,4VA5,7WA5,2015-08-20 23:34:36
547,IR-0016,KR-0283,2010-10-19 20:29:33
548,IR-0016,SUSG,2017-08-01 15:46:44
549,IR-0016,ESUA,2011-09-13 14:40:37
550,IR-0016,04SD,2010-10-19 22:09:54
551,IR-0016,SK-374,2012-11-19 16:46:34
552,IR-0016,39CA,2012-12-03 04:59:18
553,IR-0016,K6I6,2011-09-26 09:40:23
554,IR-0016,SDKG,2015-11-06 06:37:24
555,IR-0016,TE20,2009-07-03 08:55:29
556,2GA6,4D8,2012-10-02 10:47:49
557,2GA6,SLZB,2014-10-06 23:34:48
558,2GA6,FTTI,2017-04-20 15:53:11
