id_casa,id_distribucion,distancia
235,34,5.2193424951144465
236,34,9.357848100233593
237,34,8.546728317749318
238,34,7.415903421676803
244,35,0.4411249098758669
245,35,2.588263608050174
246,35,0.8133560572057776
251,36,6.525309524823243
252,36,5.087114386887883
253,36,8.154154897350073
254,36,1.9033605839732186
255,36,5.537042624157236
261,37,6.875163620467624
262,37,0.7083377534550552
263,37,0.5216879220029382
268,38,9.457405472524409
269,38,2.740910379275619
270,38,7.937929928459566
271,38,6.692337545772817
277,39,6.519044330546959
278,39,3.7283804303609456
281,40,5.571526261684431
282,40,3.2869349239243393
283,40,5.50806759018075
284,40,6.82272280532164
290,41,4.487343582856979
291,41,8.89711407806871
294,42,2.2168875747852352
295,42,7.55985932751682
296,42,5.116920957804921
297,42,3.699977548413857
298,42,4.001520732965382
304,43,1.4960232624548646
305,43,1.8264278544466688
306,43,6.145873881120896
311,44,1.9718958423036115
312,44,8.966510717636817
315,45,4.0550361006083735
316,45,1.8310357152174346
320,46,6.672590848896362
321,46,9.768214463528366
322,46,2.444352270462232
323,46,0.46559268582998165
329,47,0.947517116963534
330,47,2.3108388535397615
331,47,7.5040089930034
335,48,5.676439992751404
336,48,7.187836519857566
337,48,9.900069084829902
338,48,3.769471772238832
343,49,2.174473247326071
344,49,7.505024556742144
345,49,7.789947977466063
349,50,0.9211804844878646
350,50,6.424180294545804
351,50,3.8155554783504972
355,51,8.485676024769205
356,51,7.582887672362704
359,52,7.9894882552491815
360,52,3.993341231804026
364,53,6.015648101323635
365,53,3.3345781584473135
366,53,4.8500869504103035
367,53,1.4639618520164746
368,53,2.536590660362623
374,54,6.506936816950686
375,54,5.767986674382804
378,55,1.3099655606843241
379,55,5.055486932829353
382,56,4.278273616014026
383,56,7.807143721785098
384,56,7.595784739458733
389,57,6.699578807372931
390,57,6.854357267567961
393,58,7.389146457536481
394,58,9.819975121258183
398,59,3.855052537821245
399,59,4.337525738583992
400,59,3.001659993421502
404,60,5.746810779678052
405,60,2.5639082833663354
406,60,2.6977111609941
407,60,2.2847623065044957
408,60,8.441923549706699
414,61,8.095047234677242
415,61,8.781085987308481
416,61,2.553478480644501
420,62,2.795133497857419
421,62,3.806362539281153
422,62,5.657468015429478
423,62,7.490605018467741
428,63,0.6016987394174073
429,63,5.671521522000979
430,63,5.412653707869029
434,64,5.732563849689761
435,64,5.264973043227991
436,64,8.684835489042454
440,65,7.311761314567645
441,65,5.2386970853675905
442,65,4.530522007006605
447,66,9.624825611600901
448,66,1.0793294058470146
449,66,3.590907222155329
454,67,3.4419908542010598
455,67,4.124998545095683
459,68,2.2863955532269586
460,68,9.591398267670717
461,68,9.641444738297539
462,68,7.685731424674027
468,69,2.6842307946481574
469,69,2.1236607822169415
470,69,4.947611507502452
471,69,7.145202669905157
472,69,8.845068558764375
478,70,5.699402908977762
479,70,6.407785809180046
480,70,5.255355215727236
481,70,7.042223320690915
482,70,1.2540739523757192
488,71,4.0029720504630655
489,71,7.273893499362813
490,71,8.836060947168505
491,71,4.248770241409909
492,71,7.969839953655807
498,72,6.4610213230542834
499,72,1.8641859484237502
500,72,1.4074793664858836
501,72,8.765041948792575
507,73,1.4754340578519343
508,73,4.053752000299104
509,73,9.484508164237687
510,73,3.2595328415110947
515,74,9.964410116321444
516,74,6.608404819518457
517,74,8.152148676625387
518,74,6.98454389456434
524,75,6.32348151427827
525,75,5.320530576203712
528,76,5.320514558421034
529,76,0.9631105753638886
533,77,3.091769990344594
534,77,2.7210556742780776
535,77,9.559229553787517
536,77,4.8673452478524
542,78,0.9102073301092002
543,78,1.8049717851145177
547,79,1.4967639400873474
548,79,6.383327243310188
552,80,7.987473273514459
553,80,7.929815201375728
554,80,1.0637297301634736
555,80,1.633925786373129
560,81,8.037807414085762
561,81,1.0986815050787389
562,81,9.253043112780697
563,81,3.773045606595064
564,81,1.634817143694136
570,82,1.6558153148048393
571,82,0.8403486264975516
572,82,0.885436908143787
577,83,6.180142411996649
578,83,7.859772951877214
582,84,5.0978570949733415
583,84,6.73268333603554
584,84,2.214591835191125
588,85,9.813479762477309
589,85,3.8803970660588973
592,86,1.1437825511497293
593,86,2.0616275665337636
594,86,0.1701119721249095
598,87,9.588001145507066
599,87,9.42470658770442
602,88,7.656634644447553
603,88,8.006574369242612
604,88,4.601074751444521
608,89,3.3008615735028433
609,89,6.6731502421808075
610,89,7.640579069124931
611,89,9.59798347252502
616,90,5.732504528684067
617,90,7.030170828594881
618,90,0.5067443735047642
622,91,9.070928604945308
623,91,9.150926101360536
624,91,0.32796500748753377
629,92,7.827333864168254
630,92,1.3984193006478758
631,92,6.567949982100882
635,93,5.351845385011654
636,93,2.09656983215182
639,94,2.5662904836479603
640,94,4.389101526874076
644,95,9.127372895876714
645,95,7.062268918666144
646,95,3.0356256797082546
651,96,2.273706192188885
652,96,1.447755756732289
655,97,9.998574485982953
656,97,1.163637932095426
657,97,2.756602939489287
662,98,6.821954507795815
663,98,8.568156467124098
664,98,1.1224468394365532
665,98,9.267148041677858
670,99,3.9152809784744114
671,99,9.934949992260242
675,100,9.669646824383868
676,100,5.474224928494635
677,100,7.831759721788883
678,100,4.043206990528198
684,101,0.15086729296052437
685,101,2.9814647845135522
686,101,1.3682493266601559
691,102,4.971260243498194
692,102,4.733679396276308
693,102,1.6925252785423874
694,102,0.6204695679590034
699,103,8.32074924345314
700,103,0.8633703418564528
701,103,7.463860661252834
705,104,7.078151591935027
706,104,2.5843423537217127
707,104,4.285567088550834
711,105,7.108997577752654
712,105,8.416612925043712
713,105,3.8499023574350404
714,105,0.17093526612692478
715,105,4.218682253182189
721,106,1.4931706155885818
722,106,0.6347059860423848
723,106,4.662584752777407
724,106,6.0284254540694855
730,107,2.732355715118306
731,107,9.595844056380667
732,107,8.490239210136897
736,108,7.754586780144071
737,108,8.421873259126848
741,109,2.2567733173050697
742,109,6.692672535478659
746,110,4.146915914695851
747,110,6.610553322255168
751,111,7.0258812913892905
752,111,2.532885990164741
755,112,9.867165267752851
756,112,4.030100948526121
757,112,4.802171498247269
758,112,6.0010490338700295
763,113,5.824347443290431
764,113,2.8234385174486505
765,113,9.052578222587584
770,114,3.768887799948925
771,114,4.574643763696864
775,115,6.848586989310674
776,115,1.8148275870906836
777,115,7.011271490540154
778,115,7.238075875958649
783,116,9.482256160976299
784,116,5.497461642855299
788,117,3.316707770528384
789,117,5.802894000738843
790,117,4.8524168883635115
791,117,0.2661284461957338
796,118,0.9671865307810427
797,118,2.3375432654937756
798,118,5.816533420979392
799,118,3.6417449322659783
800,118,0.25450207069176334
806,119,3.6690186249682304
807,119,5.673312049367274
808,119,3.7991506383753486
809,119,7.495694951429374
814,120,7.056679211369609
815,120,9.630250291119028
819,121,1.6838585585236763
820,121,0.2914271008154601
821,121,6.787539468404958
822,121,8.83864897236729
827,122,1.8379040307269268
828,122,5.911788333021287
829,122,3.332619561825784
830,122,4.460518215635836
835,123,9.23239700188646
836,123,8.729911074770698
839,124,8.726618913809174
840,124,5.060643953675109
843,125,6.648948044799115
844,125,4.330619932450316
847,126,5.072626446640596
848,126,4.715866337647938
849,126,1.59091967653189
853,127,4.128285655118629
854,127,1.4400676704603899
858,128,3.7769623280911357
859,128,8.483043211590159
860,128,3.811703425535821
864,129,8.987386065702998
865,129,8.55873330680944
868,130,4.133322381225798
869,130,1.9529998215898976
870,130,5.24293788230117
871,130,7.829152131697483
877,131,9.639421420128283
878,131,8.803260314598251
879,131,5.793662889221059
880,131,5.646988465223822
881,131,7.716049883305328
887,132,9.081898078504855
888,132,2.303693102998951
889,132,3.1523037532366383
890,132,9.254360124918582
895,133,1.245291450393454
896,133,1.5665488999682928
897,133,5.794597162303049
898,133,3.354234130322635
904,134,0.15420144242070766
905,134,4.487200387151735
906,134,8.132190819317925
907,134,4.2983725716562455
908,134,5.460345197824205
914,135,6.894902198141069
915,135,2.1919642921009213
919,136,5.5829247293774396
920,136,6.691557073887044
923,137,2.2181665195202878
924,137,4.516414480822206
925,137,4.050554887920385
929,138,7.747556240590166
930,138,5.186848372640216
931,138,3.968978460454675
935,139,6.562361113420433
936,139,3.291061542154408
937,139,8.442649290859919
942,140,5.908271023489669
943,140,0.8240739978656165
944,140,6.837255458690925
945,140,5.85003756360009
946,140,0.11311589561296241
952,141,2.538408952916403
953,141,2.7028708838702076
954,141,7.492038057773899
955,141,6.634641087816317
961,142,9.156462026029626
962,142,8.285916831903267
963,142,3.1412979245668002
968,143,5.3233386650487065
969,143,5.4174945822461575
970,143,2.4828055628888257
971,143,4.602084216401188
972,143,6.534448818669417
978,144,0.5847977915125842
979,144,7.929843245338812
980,144,0.07321090389953717
981,144,7.40334692929919
982,144,9.927306407765393
988,145,8.02533639713721
989,145,8.10083080876042
990,145,6.0545071163016795
991,145,9.700541679125656
996,146,1.6932210760270197
997,146,7.244204093740627
998,146,6.920957670841045
1002,147,6.43349686081361
1003,147,0.1603917624596036
1004,147,0.428941343772044
1005,147,0.5020158618585376
1010,148,2.0037280231357926
1011,148,0.12633506561467187
1015,149,8.300671296694473
1016,149,4.28556470331406
1019,150,8.490345525427998
1020,150,1.9004191839325786
1021,150,0.6746326534422643
1022,150,8.683416598881326
1028,151,5.285036904253681
1029,151,4.9528154360438625
1030,151,0.5650736958554454
1034,152,9.880940437765032
1035,152,0.5182524370981825
1036,152,5.449740788486252
1037,152,4.129222338748822
1042,153,7.132589035988174
1043,153,5.492383057556373
1047,154,7.734609351899819
1048,154,4.495940552791036
1049,154,9.192138569058114
1053,155,6.942647705856626
1054,155,3.695496118942855
1055,155,6.333130331854989
1060,156,2.6356204789584163
1061,156,6.36713535897754
1062,156,5.235991590182701
1066,157,8.400966673322364
1067,157,2.7552821757703287
1068,157,3.0083193930951566
1069,157,9.771220125863627
1074,158,8.219847611035002
1075,158,5.456452029057197
1076,158,8.855986903200597
1077,158,6.541148451715541
1078,158,0.6039544418263986
1084,159,3.6576445051335273
1085,159,0.21774836061740058
1086,159,4.765897381194654
1090,160,3.3149424921819657
1091,160,4.491015975369879
1092,160,2.1888902600965774
1097,161,8.695632783513615
1098,161,0.9667346360539343
1102,162,8.679444610753988
1103,162,4.9290768501566316
1107,163,2.4654628817610007
1108,163,2.124597700942226
1111,164,1.4688619759065735
1112,164,4.107751801571423
1113,164,7.749236849026865
1118,165,0.38067864409776125
1119,165,0.4584279811561537
1120,165,9.993416330685974
1125,166,5.920035243278997
1126,166,8.500545255503571
1129,167,8.821077337383919
1130,167,2.8585853879696312
1131,167,0.47995544887078084
1132,167,9.074570755146672
1138,168,0.1374277797687217
1139,168,1.6019370225638967
1142,169,3.530138891005848
1143,169,1.8805283205406218
1144,169,5.610542610309074
1149,170,2.9569480923951814
1150,170,6.3509380589299305
1151,170,6.093507897930749
1155,171,1.3235735347085926
1156,171,2.509971864925086
1157,171,1.3692775082274316
1162,172,0.2673195219546036
1163,172,2.082689031890646
1164,172,0.7271694660967273
1168,173,7.0235495802512355
1169,173,6.426989304183434
1170,173,3.1033703391801795
1174,174,6.817732166716203
1175,174,7.829562662560381
1176,174,8.795898971529288
1180,175,7.99379532177089
1181,175,1.7165992814359021
1184,176,6.743113060064427
1185,176,4.458389797973057
1186,176,4.885137786407368
1187,176,8.464264660924735
1193,177,5.011521157715702
1194,177,6.933763041277863
1198,178,9.449570830454833
1199,178,2.5344199537817054
1202,179,0.280848292219951
1203,179,7.455234983978712
1204,179,2.416611007274814
1205,179,3.8511084988767066
1206,179,2.8915240051070388
1212,180,7.991808185153445
1213,180,6.788491003633095
1214,180,2.98594724893283
1215,180,8.400823471275546
1216,180,0.23750592357139122
1222,181,1.617688086879349
1223,181,6.549039073136426
1224,181,1.2633560993882642
1228,182,5.941039160796209
1229,182,4.238183506934851
1233,183,5.961527239610309
1234,183,1.7916292995212983
1237,184,9.303727083285773
1238,184,1.9742078005071588
1239,184,6.743840583795112
1244,185,8.345289388439452
1245,185,4.1715735602874275
1249,186,3.8457786214624203
1250,186,3.416054455027521
1251,186,1.189669307441723
1255,187,4.520821613659103
1256,187,0.5091068571575366
1259,188,2.756803011932478
1260,188,4.530516817138732
1261,188,9.755647265660315
1262,188,7.822033520588313
1263,188,3.218878212970355
1269,189,6.663609829408009
1270,189,5.576697676254267
1274,190,5.492350097084371
1275,190,1.787679672382635
1276,190,7.039159061697884
1277,190,0.7907165183358785
1283,191,6.415778639128689
1284,191,4.60494844507378
1285,191,9.438218746583788
1289,192,7.017137017496502
1290,192,7.094154593470327
1291,192,4.260130438661542
1292,192,9.313635556976811
1298,193,1.4170033848003103
1299,193,1.465512318418175
1300,193,7.539722640326133
1301,193,4.381800932798381
1307,194,0.7265236668175588
1308,194,4.562600956908667
1309,194,2.6951503669358234
1313,195,2.517044958743556
1314,195,9.465874095474474
1315,195,4.847951806640804
1316,195,2.36680722466902
1321,196,4.512473227142348
1322,196,1.369489174396711
1325,197,2.775945745955711
1326,197,1.7493245610874433
1327,197,1.4156833802096345
1328,197,0.5835613621749643
1333,198,1.1578456131424262
1334,198,1.4191813223978549
1335,198,9.776616115979328
1336,198,8.710635427869292
1341,199,1.5689335387006005
1342,199,3.854078244529553
1343,199,5.8966283187623185
1344,199,1.1619839057502852
1350,200,1.3041649487274005
1351,200,6.156844304984896
1352,200,4.701975977737562
1353,200,1.521420445282742
1358,201,3.363897862311418
1359,201,3.5249318625030672
1360,201,9.623511248316465
1361,201,3.0799775412488404
1366,202,1.2504043156423255
1367,202,9.218432111987902
1371,203,9.211705517483573
1372,203,0.18107678350136028
1373,203,5.637878779033349
1377,204,5.569780532580564
1378,204,0.276552102502377
1379,204,3.166018767997138
1383,205,6.711345719398776
1384,205,9.121928100399698
1388,206,5.2517781585547505
1389,206,2.5248084413492875
1392,207,8.60987097530633
1393,207,2.7615594664622956
1394,207,9.800563979003297
1395,207,1.1054792190483618
1401,208,0.03289249389848143
1402,208,0.21778264894640728
1406,209,6.0272582890341555
1407,209,2.0889437238428155
1408,209,5.010644906773841
1409,209,1.696811412835299
1415,210,4.776239623563631
1416,210,2.93428182946423
1417,210,9.391984346274828
1421,211,8.318854466465188
1422,211,5.595325903339414
1423,211,5.75323133920142
1424,211,3.3606589398455804
1430,212,5.737850526712979
1431,212,1.1445272296963838
1432,212,1.5230164310375682
1433,212,5.070582124476768
1438,213,2.22761943439184
1439,213,1.1470032757992803
1440,213,9.980595511363935
1445,214,2.9621172194324776
1446,214,2.3374252400945417
1447,214,5.014867357207767
1448,214,7.111647187929004
1449,214,6.977032908852085
1455,215,8.975435967684671
1456,215,5.910610541928184
1457,215,8.687599397867567
1458,215,2.8215399137601143
1463,216,8.3116343443316
1464,216,5.794010635492883
1468,217,8.121695561792121
1469,217,6.64285125283797
1470,217,7.717150689805152
1471,217,6.703588054345168
1477,218,5.172342123621919
1478,218,3.862441714185888
1479,218,6.782350544920936
1483,219,9.871962833105174
1484,219,7.787078437837641
1485,219,7.876820910861786
1486,219,3.5421966882398364
1487,219,4.444071972055767
1493,220,3.145034823387053
1494,220,1.1105454079427097
1495,220,5.7467559336847245
1496,220,6.118758605733829
1502,221,3.8237248048619574
1503,221,3.7175349202614383
1504,221,4.517734823192059
1508,222,0.06581441453352821
1509,222,7.996987240084568
1510,222,7.825825206896841
1511,222,2.770069827533199
1512,222,6.72237118974142
1518,223,1.1565339533753465
1519,223,3.9533934786240614
1522,224,4.765400232782543
1523,224,8.024256875407408
1524,224,0.8376508794419388
1529,225,8.787027324066175
1530,225,0.5583704843340697
1531,225,4.15081123843731
1532,225,7.391091775352539
1533,225,8.054131843175638
1539,226,9.388348084806655
1540,226,9.120570902679098
1541,226,4.692624851569072
1542,226,3.621687840482431
1547,227,6.47965822955876
1548,227,2.4384510213497754
1551,228,1.9316813150059435
1552,228,5.8348186273504545
1553,228,3.9566613937809216
1557,229,6.941515319817641
1558,229,3.7577478604797823
1561,230,5.082536346205911
1562,230,4.212722550443071
1563,230,3.687527394202872
1567,231,7.54659356950704
1568,231,6.616048343401182
1569,231,5.417944108049469
1570,231,5.128420201687462
1571,231,4.74919202593246
1577,232,8.454239771073974
1578,232,3.903808766531599
1579,232,8.84258411844647
1583,233,8.480570194567077
1584,233,9.595351706482095
1585,233,2.305715622308081
1586,233,7.113722512189796
1592,234,7.04225151074181
1593,234,6.4110068043937485
1594,234,4.503959951423409
