flight_id,passenger_id
48,4977
48,5184
48,5227
48,5442
48,5923
48,6034
48,6041
48,7053
48,7491
48,7623
48,7929
49,85
49,218
49,670
49,730
49,1274
49,1595
49,1725
49,1853
49,3053
49,3206
49,3440
49,3922
49,4750
49,4853
49,5223
49,5804
49,5867
49,5954
49,6232
49,6779
49,6782
49,6991
49,7245
49,7305
49,7947
50,878
50,1277
50,1294
50,1866
50,1949
50,2106
50,2157
50,2919
50,2969
50,3144
50,3935
50,4289
50,5177
50,5440
50,5857
50,6103
50,6839
50,7064
50,7267
50,7615
51,488
51,983
51,1410
51,1692
51,1956
51,2261
51,2266
51,2369
51,2880
51,2949
51,3446
51,3566
51,3931
51,4111
51,4508
51,4905
51,5002
51,5272
51,6109
51,6148
51,6785
51,7071
51,7809
51,7925
52,382
52,586
52,625
52,1753
52,1974
52,2001
52,2267
52,2410
52,2888
52,3553
52,3714
52,4067
52,4267
52,4344
52,4412
52,5072
52,5421
52,5574
52,5995
52,6028
52,6228
52,6247
52,6459
52,7120
52,7455
52,7859
53,47
53,278
53,736
53,753
53,872
53,1099
53,1151
53,1668
53,2787
53,2809
53,3130
53,3703
53,4379
53,4598
53,5391
53,5472
53,5534
53,7128
53,7216
53,7247
53,7448
53,7820
54,308
54,311
54,324
54,628
54,779
54,911
54,1073
54,1110
54,1331
54,1344
54,1440
54,1565
54,1579
54,1835
54,2193
54,2231
54,2237
54,2787
54,3581
54,3692
54,3981
54,4004
54,4279
54,4357
54,4364
54,5158
54,5316
54,5469
54,5940
54,5960
54,6089
54,6122
54,6289
54,6337
54,6480
54,6521
54,7068
54,7365
54,7371
54,7446
54,7630
54,7804
54,7822
54,7835
55,562
55,597
55,645
55,739
55,989
55,1615
55,1944
55,2096
55,2338
55,2567
55,2846
55,3005
55,3044
55,3742
55,3861
55,5332
55,5454
55,5671
55,5779
55,5780
55,6062
55,6283
55,6713
55,6877
55,7995
56,431
56,1001
56,2279
56,2536
56,2557
56,2650
56,2720
56,3177
56,3533
56,3780
56,3995
56,4414
56,4617
56,4721
56,5156
56,5718
56,6230
56,6528
56,6937
57,426
57,743
57,876
57,1006
57,1369
57,1730
57,1885
57,2563
57,2605
57,3369
57,3603
57,4339
57,4341
57,4937
57,5995
57,6141
57,6164
57,6188
57,6353
57,6503
57,6922
57,7836
57,7980
58,226
58,490
58,534
58,718
58,843
58,856
58,859
58,893
58,955
58,985
58,1079
58,1117
58,1686
58,2119
58,2489
58,3392
58,3534
58,4229
58,4412
58,4459
58,4686
58,4796
58,5161
58,5209
58,5310
58,5594
58,6311
58,6617
58,7139
58,7627
58,7860
59,1418
59,1531
59,2357
59,2591
59,2695
59,3160
59,3750
59,4122
59,4369
59,4455
59,5006
59,5345
59,5371
59,5490
59,6171
59,6320
59,6457
59,6582
59,7085
59,7217
60,1078
60,1103
60,1375
60,1737
60,2173
60,2175
60,2222
60,3002
60,3810
60,4077
60,4141
60,4226
60,4330
60,4336
60,4646
60,4657
60,4886
60,4948
60,6126
60,6342
60,6827
60,7189
60,7195
60,7252
60,7462
60,7526
60,7663
60,7844
60,7991
61,265
61,839
61,1194
61,2101
61,2323
61,2396
61,3012
61,3259
61,3704
61,4213
61,4337
61,4424
61,4463
61,4621
61,5070
61,5074
61,5126
61,5621
61,5689
61,5889
61,5956
61,5960
61,6569
61,7163
61,7229
62,839
62,1537
62,1685
62,1785
62,1790
62,2142
62,2174
62,2342
62,2356
62,2882
62,2963
62,2981
62,2997
62,3345
62,4023
62,4128
62,4230
62,4399
62,4895
62,5081
62,5548
62,5574
62,6239
62,6723
62,7243
62,7453
62,7662
62,7710
62,7972
63,62
63,554
63,559
63,1184
63,1398
63,1595
63,1903
63,2309
63,2497
63,2909
63,3309
63,3341
63,3653
63,4329
63,5439
63,5550
63,6038
63,6101
63,6422
63,6552
63,6576
63,6604
63,6843
63,6853
63,7513
63,7725
63,7734
64,0
64,272
64,812
64,872
64,1068
64,1165
64,1400
64,1500
64,1504
64,2088
64,2321
64,2698
64,2856
64,3229
64,3294
64,3398
64,3534
64,3571
64,5014
64,5415
64,5436
64,5542
64,5731
64,5817
64,6086
64,6110
64,6310
64,6518
64,6901
64,6965
64,6970
64,7307
64,7361
64,7994
65,416
65,479
65,1234
65,1480
65,1526
65,1599
65,1973
65,2666
65,3346
65,3454
65,3718
65,4554
65,4988
65,6023
65,6168
65,6382
65,6674
65,7610
66,221
66,466
66,1072
66,1086
66,1243
66,1371
66,1625
66,1962
66,2011
66,2364
66,2503
66,2930
66,3176
66,3543
66,3684
66,3715
66,3889
66,4690
66,4975
66,5326
66,5373
66,5378
66,5628
66,6241
66,6453
66,6477
66,7233
66,7867
66,7994
67,95
67,319
67,363
67,388
67,477
67,1022
67,1082
67,1316
67,1496
67,2251
67,2585
67,2612
67,3322
67,3407
67,3718
67,3798
67,4060
67,4301
67,4425
67,4455
67,4648
67,4978
67,5719
67,5840
67,6355
67,6823
67,7102
67,7181
67,7273
67,7283
67,7515
67,7756
67,7844
68,80
68,95
68,620
68,1060
68,1183
68,1272
68,1666
68,2011
68,2483
68,2724
68,3264
68,4002
68,4231
68,4442
68,4716
68,5855
68,6008
68,6117
68,6178
68,6459
68,6479
68,6480
68,6743
68,7223
68,7641
68,7869
69,84
69,211
69,348
69,1193
69,1297
69,1556
69,1610
69,2007
69,2592
69,2624
69,3032
69,3184
69,3225
69,3666
69,4289
69,5086
69,5119
69,5791
69,5951
69,6006
69,6222
69,6287
69,6318
69,6339
69,6591
69,7168
69,7610
69,7982
70,347
70,539
70,946
70,1376
70,1597
70,1645
70,1736
70,2621
70,2876
70,3147
70,3172
70,3674
70,3721
70,3895
70,3908
70,4083
70,5313
70,5450
70,5664
70,5848
70,5946
70,5973
70,6386
70,6516
70,6623
70,6860
70,6985
70,7371
70,7442
70,7566
70,7622
70,7626
70,7747
70,7860
71,330
71,333
71,532
71,656
71,1528
71,1596
71,1724
71,2238
71,2258
71,2338
71,2347
71,2584
71,3252
71,3366
71,3625
71,3660
71,3720
71,3933
71,5867
71,5943
71,6162
71,7000
71,7072
71,7088
71,7212
71,7273
71,7514
72,130
72,501
72,568
72,769
72,966
72,1912
72,2488
72,3003
72,3500
72,3514
72,3615
72,3856
72,4116
72,4267
72,4747
72,4757
72,5635
72,6008
72,6026
72,6284
72,6455
72,6606
72,6891
72,7254
72,7760
73,1972
73,2259
73,2402
73,2405
73,2640
73,3134
73,3218
73,3292
73,3627
73,4517
73,5046
73,5285
73,6267
73,6344
73,6678
73,6715
73,6784
73,7166
73,7717
73,7951
73,7992
74,126
74,415
74,453
74,1166
74,1175
74,1309
74,2993
74,3093
74,3360
74,4054
74,4416
74,4635
74,4728
74,5237
74,5534
74,5558
74,5564
74,5682
74,5684
74,5694
74,5995
74,6472
74,6535
74,6771
74,7320
74,7417
74,7451
75,73
75,115
75,230
75,257
75,806
75,858
75,1140
75,1412
75,1561
75,1610
75,2295
75,2508
75,2739
75,2791
75,3216
75,3517
75,4128
75,6900
75,7196
75,7302
76,934
76,1381
76,1658
76,1996
76,2132
76,2282
76,2328
76,2359
76,2948
76,2953
76,3563
76,3681
76,3774
76,3810
76,4379
76,4448
76,4765
76,4774
76,6326
76,6705
76,6777
76,7498
77,270
77,309
77,495
77,663
77,1020
77,1136
77,1220
77,1285
77,1524
77,1701
77,1732
77,2121
77,2495
77,2698
77,2786
77,3246
77,3552
77,3678
77,4042
77,4359
77,5019
77,5096
77,5318
77,5392
77,5631
77,5662
77,6069
77,6142
77,7471
77,7505
77,7770
78,108
78,235
78,251
78,284
78,723
78,953
78,1167
78,1238
78,1724
78,2129
78,2274
78,2337
78,2427
78,2441
78,2636
78,2802
78,2806
78,2842
78,2991
78,3066
78,3169
78,3292
78,3805
78,3862
78,3890
78,3974
78,4055
78,4082
78,4163
78,4188
78,4385
78,5210
78,5397
78,5404
78,5616
78,5654
78,6220
78,6369
78,6615
78,6681
78,6736
78,7030
78,7410
78,7894
79,190
79,646
79,1177
79,1390
79,1594
79,1707
79,1723
79,1882
79,2195
79,2755
79,2803
79,2815
79,3240
79,3257
79,3450
79,3882
79,3895
79,5094
79,5237
79,5403
79,5626
79,6142
79,6324
79,6421
79,6555
79,7146
79,7374
79,7923
79,7973
80,431
80,596
80,936
80,1285
80,1573
80,1815
80,2124
80,2210
80,2668
80,3229
80,3298
80,4578
80,4724
80,4788
80,5016
80,5047
80,5198
80,5266
80,5342
80,5900
80,5952
80,6121
80,6599
80,6717
80,6949
80,7027
80,7416
80,7538
80,7626
81,287
81,603
81,614
81,759
81,1041
81,1343
81,2561
81,2646
81,2695
81,2805
81,3148
81,3180
81,3415
81,3448
81,3606
81,3709
81,3735
81,3764
81,4432
81,4444
81,5628
81,5644
81,6382
81,6485
81,6964
81,6979
81,7293
81,7378
81,7915
82,219
82,333
82,520
82,1105
82,1136
82,1255
82,1674
82,1696
82,2299
82,2479
82,2812
82,3728
82,4087
82,4361
82,4405
82,5025
82,5454
82,5776
82,5898
82,5925
82,6790
82,6889
82,7856
83,21
83,449
83,786
83,895
83,1235
83,1442
83,1765
83,1853
83,1940
83,2066
83,2121
83,2364
83,2558
83,3324
83,3477
83,3945
83,3984
83,4110
83,5522
83,5744
83,5904
83,6924
83,7031
83,7125
84,108
84,492
84,588
84,692
84,744
84,1124
84,1286
84,1478
84,1614
84,1661
84,2201
84,2246
84,2302
84,2661
84,3474
84,3688
84,3747
84,4073
84,4401
84,5148
84,5878
84,5968
84,5981
84,6806
84,7010
84,7363
85,377
85,837
85,980
85,1381
85,1683
85,2163
85,2553
85,2651
85,2737
85,2775
85,2903
85,2979
85,3145
85,3482
85,3697
85,3750
85,4297
85,4674
85,5017
85,5113
85,6342
85,6569
85,6616
85,7201
85,7316
85,7374
85,7487
85,7524
85,7648
85,7925
86,906
86,954
86,1249
86,1736
86,2343
86,2469
86,3280
86,3605
86,3881
86,4436
86,4444
86,4641
86,4744
86,5663
86,5844
86,5969
86,6195
86,6392
86,6449
86,6453
86,6579
86,6580
86,6866
86,7497
86,7619
86,7752
87,28
87,72
87,492
87,734
87,759
87,906
87,1256
87,1296
87,1541
87,2499
87,2546
87,2682
87,3029
87,3040
87,3071
87,3253
87,3363
87,3801
87,3928
87,3960
87,4047
87,4297
87,4612
87,5157
87,5439
87,5454
87,5578
87,6012
87,6063
87,6578
87,6627
87,6722
87,6759
87,7060
88,36
88,210
88,1230
88,1523
88,1670
88,2206
88,2706
88,2778
88,3590
88,3699
88,3924
88,3944
88,4036
88,4237
88,4779
88,5116
88,5231
88,5277
88,5311
88,5535
88,6070
88,6905
88,7091
88,7236
88,7859
89,488
89,790
89,841
89,1041
89,1261
89,1543
89,1789
89,1800
89,2079
89,2432
89,2556
89,2860
89,2931
89,3333
89,3486
89,3561
89,3935
89,4018
89,4790
89,4974
89,4979
89,5101
89,5211
89,7160
89,7290
90,238
90,808
90,1115
90,1422
90,1482
90,1765
90,2465
90,2666
90,3842
90,3855
90,4169
90,4307
90,4919
90,4971
90,6073
90,6104
90,6293
90,6566
90,6598
90,6612
90,6630
90,6720
90,6972
90,6979
90,7055
90,7137
91,128
91,717
91,833
91,2035
91,2639
91,3181
91,3184
91,3312
91,3885
91,3972
91,4174
91,4300
91,4439
91,5253
91,5555
92,292
92,300
92,490
92,669
92,898
92,987
92,1335
92,1349
92,1453
92,1482
92,1503
92,1658
92,1798
92,1957
92,2475
92,2870
92,3672
92,3784
92,3790
92,3862
92,3891
92,3983
92,4250
92,4357
92,4867
92,5903
92,6128
92,6255
92,6344
92,6350
92,6506
92,6570
92,6804
92,7322
93,18
93,140
93,318
93,853
93,1321
93,1694
93,1824
93,1859
93,2426
93,3612
93,3643
93,3948
93,3967
93,4276
93,4312
93,4443
93,4604
93,5012
93,5086
93,5404
93,5617
93,5721
93,6000
93,6440
93,6453
93,6475
93,6551
93,6886
93,7000
93,7817
93,7991
94,1419
94,1478
94,2050
94,2149
94,2222
94,2526
94,2833
94,3039
94,3630
94,3817
94,4068
94,4778
94,4960
94,5237
94,5268
94,5673
94,6635
94,6668
94,6981
94,7402
94,7696
94,7859
95,1478
95,1558
95,1562
95,1576
95,1981
95,2606
95,2672
95,2950
95,3575
95,3651
95,3996
95,4367
95,4432
95,5099
95,5428
95,6020
95,6160
95,6708
95,7071
95,7815
96,462
96,572
96,918
96,1300
96,1582
96,2247
96,3726
96,4056
96,4089
96,4177
96,4335
96,4649
96,4703
96,4964
96,5102
96,5329
96,5519
96,6404
96,6433
96,6698
96,6787
96,6886
96,7019
96,7299
96,7486
96,7487
96,7517
96,7685
96,7901
97,449
97,532
97,598
97,710
97,917
97,1008
97,1200
97,1428
97,1492
97,1909
97,1932
97,2030
97,2450
97,2506
97,2637
97,2694
97,2732
97,2814
97,3626
97,3741
97,3762
97,4143
97,4286
97,4567
97,6074
97,6286
97,6343
97,6445
97,6670
97,6870
97,6891
97,6956
97,7235
97,7623
97,7791
97,7797
98,58
98,308
98,557
98,577
98,645
98,915
98,1349
98,1972
98,2071
98,2756
98,3001
98,3497
98,4185
98,4415
98,4424
98,4561
98,4624
98,4980
98,5095
98,5532
98,5548
98,5661
98,5722
98,6221
98,6249
98,6420
98,6662
98,6676
98,6943
98,7009
98,7295
98,7385
99,468
99,605
99,637
99,836
99,908
99,1197
99,1488
99,1692
99,1958
99,2209
99,2303
99,3603
99,3991
99,4226
99,4528
99,4683
99,4903
99,5242
99,5524
99,5582
99,5594
99,5604
99,5706
99,5820
99,6497
99,6969
99,7066
99,7411
99,7501
99,7512
100,991
100,996
100,1010
100,1792
100,1879
100,2105
100,2650
100,3171
100,3316
100,4968
100,5086
100,5607
100,6017
100,6272
100,6582
100,6779
100,7061
100,7228
100,7622
100,7623
100,7986
101,245
101,1085
101,1247
101,1365
101,1739
101,1856
101,3144
101,3215
101,4010
101,4387
101,4858
101,5194
101,5254
101,5686
101,6157
101,6313
101,6436
102,375
102,432
102,668
102,1343
102,1555
102,2144
102,2297
102,2572
102,2699
102,2872
102,3349
102,3685
102,4183
102,4417
102,4531
102,4619
102,4824
102,5422
102,5487
102,5567
102,5766
102,5883
102,6942
102,7291
102,7906
103,777
103,1127
103,1167
103,1575
103,2062
103,2089
103,2316
103,2627
103,2756
103,3060
103,3189
103,3223
103,3534
103,4944
103,4955
103,5221
103,5452
103,5621
103,5766
103,5843
103,6331
103,6539
103,6715
103,6902
103,7591
103,7757
104,98
104,267
104,648
104,723
104,1188
104,1273
104,1379
104,1552
104,2464
104,3679
104,3964
104,3977
104,4015
104,4434
104,5077
104,5244
104,5439
104,5592
104,6078
104,6106
104,6108
104,6531
104,6802
104,6961
104,7184
104,7462
104,7574
104,7630
104,7737
104,7743
104,7838
105,457
105,493
105,504
105,733
105,825
105,999
105,1037
105,1040
105,1141
105,1389
105,2041
105,2393
105,2658
105,2895
105,3299
105,3366
105,3715
105,3766
105,3986
105,4135
105,5666
105,6248
105,6305
105,7028
105,7059
105,7511
106,188
106,207
106,226
106,237
106,475
106,769
106,1089
106,1156
106,1477
106,1614
106,2007
