icao,type,lat,long,iso_country
01TX,small_airport,32.38759994506836,-96.87750244140625,US
01U,small_airport,38.851600646972656,-115.63400268554688,US
01UT,small_airport,38.30830001831055,-109.39600372314453,US
01VA,small_airport,39.125,-77.9250030518,US
01WA,heliport,46.66320037841797,-123.81199645996094,US
01WI,small_airport,44.0099983215332,-90.38919830322266,US
01WN,heliport,48.213401794433594,-122.68499755859375,US
01WT,heliport,47.518178,-122.210908,US
01WY,small_airport,44.347198486328125,-104.81099700927734,US
01XA,heliport,30.007222,-97.853333,US
01XS,heliport,32.020198822021484,-95.74549865722656,US
02AK,small_airport,61.87689971923828,-150.09800720214844,US
02AL,small_airport,30.37150001525879,-87.76439666748047,US
02AR,small_airport,34.8224449158,-92.4444198608,US
02AZ,closed,32.376401,-109.936996,US
02CA,heliport,33.58250045776367,-118.12899780273438,US
02CD,small_airport,34.129600524902344,-90.52400207519531,US
02CL,small_airport,34.761101,-119.058998,US
02CO,small_airport,37.64329910279999,-106.04699707,US
02CT,heliport,41.91960144042969,-72.44450378417969,US
02FA,small_airport,28.52669906616211,-81.87480163574219,US
02FL,small_airport,30.642778,-86.123889,US
02GA,small_airport,34.202598571777344,-83.42900085449219,US
02GE,small_airport,34.17530059814453,-84.92440032958984,US
02HI,heliport,21.36199951171875,-157.9510040283203,US
02IA,heliport,42.05609893798828,-93.87799835205078,US
02ID,small_airport,44.55550003051758,-115.30500030517578,US
02II,small_airport,40.06230163574219,-86.21050262451172,US
02IN,small_airport,40.208900451660156,-85.54080200195312,US
02IS,heliport,42.274600982666016,-87.9572982788086,US
02KS,small_airport,39.222198486328125,-96.0552978515625,US
02KT,heliport,38.181441,-83.443319,US
02KY,heliport,38.18339920043945,-84.89990234375,US
02LA,heliport,32.53129959106445,-93.66020202636719,US
02LS,heliport,30.148300170898438,-91.91899871826172,US
02MA,heliport,41.41960144042969,-70.927001953125,US
02MD,small_airport,38.672544,-76.709739,US
02ME,small_airport,43.5373,-70.929397,US
02MI,small_airport,43.157100677490234,-85.14849853515625,US
02MN,small_airport,48.68330001831055,-96.19200134277344,US
02MO,small_airport,39.04999923706055,-91.03350067138672,US
02MS,small_airport,34.100101470947266,-90.8468017578125,US
02MT,small_airport,47.23740005493164,-111.74199676513672,US
02MU,small_airport,36.65420150756836,-93.79740142822266,US
02NC,heliport,35.541111,-80.597778,US
02NE,small_airport,41.074501037597656,-96.90450286865234,US
02NH,seaplane_base,44.657100677490234,-71.21910095214844,US
02NJ,heliport,40.55730056762695,-74.46710205078125,US
02NV,small_airport,41.30329895019531,-118.5979995727539,US
02NY,heliport,43.132598876953125,-75.65550231933594,US
02OH,small_airport,41.376399993896484,-83.08329772949219,US
02OI,small_airport,41.801998138427734,-80.56539916992188,US
02OK,heliport,35.45840072631836,-97.52529907226562,US
02OR,small_airport,45.68149948120117,-121.31600189208984,US
02P,heliport,40.403596,-77.556602,US
02PA,heliport,40.43830108642578,-79.7699966430664,US
02PN,heliport,40.06959915161133,-75.4552001953125,US
02PR,small_airport,18.45330047607422,-66.36689758300781,PR
02PS,small_airport,41.90060043334961,-77.23030090332031,US
02SC,small_airport,32.75849914550781,-81.22480010986328,US
02T,small_airport,45.769100189208984,-112.98200225830078,US
02TA,heliport,28.721399307250977,-95.8738021850586,US
02TE,heliport,32.39540100097656,-96.86419677734375,US
02TN,small_airport,35.780601501464844,-86.58419799804688,US
02TS,closed,32.747601,-97.370003,US
02TX,small_airport,33.3704032898,-101.92288208,US
02UT,small_airport,41.36629867553711,-113.84300231933594,US
02VA,small_airport,38.435699462890625,-77.8572006225586,US
02VG,heliport,36.63880157470703,-82.11669921875,US
02WA,small_airport,47.15230178833008,-122.09400177001953,US
02WI,small_airport,45.031898498535156,-92.65579986572266,US
02WN,small_airport,48.74580001831055,-119.31900024414062,US
02XS,small_airport,30.1476993560791,-97.66280364990234,US
03AA,heliport,61.556055,-149.284527,US
03AK,seaplane_base,60.72722244262695,-151.13278198242188,US
03AL,heliport,34.662604,-86.046774,US
03AR,heliport,34.357601165771484,-92.78849792480469,US
03AZ,small_airport,31.433399200439453,-110.08399963378906,US
03CA,heliport,32.779484,-117.006952,US
03CO,small_airport,40.2125015259,-104.744003296,US
03FA,small_airport,27.353099822998047,-81.40809631347656,US
03FD,closed,30.8288,-85.731003,US
03FL,heliport,26.683700561523438,-80.18730163574219,US
03GA,small_airport,32.5623056,-81.8576944,US
03I,closed,39.644199,-83.018204,US
03IA,small_airport,41.58190155029297,-92.4613037109375,US
03ID,small_airport,44.7943000793457,-116.53299713134766,US
03II,small_airport,37.9620018005,-87.7789001465,US
03IL,small_airport,41.40230178833008,-87.81670379638672,US
03IN,small_airport,40.18000030517578,-86.01249694824219,US
03IS,heliport,38.904999,-90.173401,US
03KS,heliport,39.86470031738281,-95.26409912109375,US
03KY,small_airport,37.79169845581055,-87.54139709472656,US
03LA,heliport,30.199600219726562,-91.12789916992188,US
03LS,heliport,32.159000396728516,-91.70800018310547,US
03M,seaplane_base,44.320899963378906,-69.8895034790039,US
03MA,small_airport,42.39310073852539,-72.552001953125,US
03MD,heliport,39.522499084472656,-76.32669830322266,US
03ME,small_airport,44.08420181274414,-70.6272964477539,US
03MI,heliport,43.550899505615234,-83.86219787597656,US
03MN,small_airport,43.62519836425781,-95.22470092773438,US
03MO,closed,37.884499,-93.131599,US
03MS,heliport,32.31880187988281,-90.8832015991211,US
03MT,small_airport,47.27080154418945,-111.72200012207031,US
03MU,small_airport,38.4925003052,-94.41249847410002,US
03N,small_airport,11.222,169.852005,MH
03NC,small_airport,34.10430145263672,-77.9041976928711,US
03ND,small_airport,48.626399993896484,-97.8290023803711,US
03NE,small_airport,41.5463981628418,-99.3311996459961,US
03NH,heliport,42.815399169921875,-71.12439727783203,US
03NJ,heliport,40.668701171875,-74.410697937012,US
03NV,small_airport,40.58440017700195,-115.2979965209961,US
03NY,small_airport,40.95840072631836,-72.716796875,US
03OH,small_airport,41.418399810791016,-83.01740264892578,US
03OI,heliport,41.4208984375,-81.59980010986328,US
03OK,small_airport,36.04119873046875,-96.1613998413086,US
03OR,small_airport,45.85540008544922,-117.48400115966797,US
03PA,heliport,40.162899017333984,-75.4656982421875,US
03PN,heliport,41.066861,-76.180806,US
03PR,small_airport,39.065947,-94.921703,US
03PS,small_airport,40.849998474121094,-77.90560150146484,US
03S,small_airport,45.401798248291016,-122.22899627685547,US
03SC,heliport,33.8650016784668,-78.66190338134766,US
03TA,closed,30.262699,-96.500198,US
03TE,small_airport,27.491100311279297,-98.66950225830078,US
03TN,heliport,35.92250061035156,-83.57939910888672,US
03TS,heliport,31.45989990234375,-100.43800354003906,US
03TX,heliport,29.581600189208984,-95.30719757080078,US
03UT,small_airport,37.12080001831055,-109.98600006103516,US
03VA,closed,38.66460037231445,-77.57969665527344,US
03WA,small_airport,47.408199310302734,-117.37200164794922,US
03WI,small_airport,44.028873,-88.883945,US
03WN,small_airport,45.875,-120.66999816894531,US
03XS,small_airport,31.318099975585938,-100.75399780273438,US
04AA,small_airport,60.535833,-150.811387,US
04AL,heliport,33.62639999,-85.96720123,US
04AR,heliport,34.574319,-92.586047,US
04AZ,small_airport,36.15420150756836,-109.5510025024414,US
04CA,small_airport,34.5639,-117.675003,US
04CL,small_airport,33.08169937133789,-116.44100189208984,US
04CT,heliport,41.75510025024414,-73.05239868164062,US
04F,closed,32.098801,-98.525325,US
04FA,small_airport,25.558700561523438,-80.51509857177734,US
04FD,heliport,27.929372,-82.336981,US
04FL,small_airport,29.23940086364746,-81.22200012207031,US
04I,small_airport,39.91120147705078,-83.18879699707031,US
04IA,small_airport,41.08829879760742,-92.05460357666016,US
04ID,small_airport,43.87770080566406,-116.53700256347656,US
04II,small_airport,41.13059997558594,-84.99410247802734,US
04IL,small_airport,40.6375007629,-89.0070037842,US
04IN,seaplane_base,41.701389,-85.113056,US
04IS,small_airport,40.1786003112793,-88.56900024414062,US
04KS,heliport,38.97890090942383,-95.2197036743164,US
04KY,small_airport,37.135101318359375,-85.78939819335938,US
04LA,heliport,30.051111,-90.702222,US
04LL,small_airport,42.13610076904297,-88.28759765625,US
04LS,heliport,30.44610023498535,-91.10530090332031,US
04MA,closed,42.8097991943,-71.1391983032,US
04MD,heliport,39.51810073852539,-75.82140350341797,US
04ME,small_airport,44.66669845581055,-69.8938980102539,US
04MI,small_airport,42.53450012207031,-84.62830352783203,US
04MN,small_airport,47.985801696777344,-94.68689727783203,US
04MO,small_airport,39.30120086669922,-91.45149993896484,US
04MS,small_airport,32.939601898199996,-90.8373031616,US
04MT,small_airport,47.13749777779999,-106.488095,US
04NC,heliport,35.739200592,-78.7822036743,US
04NE,small_airport,41.159999847399995,-101.299003601,US
04NJ,small_airport,39.596801757799994,-75.2334976196,US
04NV,small_airport,35.7555007935,-115.665000916,US
04NY,small_airport,42.262298584,-73.6961975098,US
04OG,heliport,45.530833,-123.085556,US
04OH,closed,41.2477,-81.100701,US
04OK,heliport,36.1152992249,-97.079498291,US
04OR,small_airport,44.7499008179,-120.200996399,US
04PA,heliport,39.87929916379999,-75.2287979126,US
04PN,heliport,40.0306619,-75.63021,US
04SC,heliport,34.8405990601,-82.60690307620001,US
04SD,heliport,44.993124,-101.243011,US
04TA,heliport,30.271041666699997,-97.7446975708,US
04TE,heliport,29.700199127199998,-95.38739776610001,US
04TN,small_airport,36.183300018299995,-82.67890167239999,US
04TS,heliport,30.553499221800003,-97.60610198970001,US
04TX,small_airport,31.7322006226,-97.36889648440001,US
04UT,small_airport,37.0083007812,-110.794998169,US
04V,small_airport,38.0990833,-106.1743889,US
04VA,heliport,36.898,-82.078,US
04VG,small_airport,37.7144012451,-77.21179962160001,US
04VT,small_airport,44.4011001587,-72.26360321039999,US
04W,small_airport,46.0228004456,-92.895401001,US
04WA,small_airport,47.5817985535,-117.43699646,US
04WI,small_airport,42.523399353,-88.0167007446,US
04WN,small_airport,46.963889,-119.641667,US
04WV,heliport,39.6536111111,-79.9561111111,US
04XS,heliport,32.5820999146,-97.1425018311,US
05AK,small_airport,61.66830063,-149.1880035,US
05AL,heliport,31.2311992645,-85.64969635010002,US
05AR,small_airport,36.000633,-93.57025,US
05AZ,heliport,32.682800293,-114.634002686,US
05B,seaplane_base,47.158901,-67.931999,US
05CA,heliport,34.137798309299995,-118.713996887,US
05CL,small_airport,38.6106987,-122.39099884,US
05CO,small_airport,40.2149839,-104.9844228,US
05CT,heliport,41.7737007141,-73.1162033081,US
05FA,small_airport,30.918899536132812,-86.21829986572266,US
05FD,heliport,25.960899353027344,-80.13919830322266,US
05FL,small_airport,26.523099899291992,-81.4083023071289,US
05GA,small_airport,32.0713996887207,-84.71440124511719,US
05IA,small_airport,43.13750076293945,-93.06829833984375,US
05ID,small_airport,45.914101,-114.835999,US
05II,small_airport,41.02870178222656,-84.99720001220703,US
05IL,small_airport,41.156700134277344,-88.0167007446289,US
05IN,small_airport,39.641998291015625,-86.50420379638672,US
05IS,small_airport,39.72589874267578,-89.26399993896484,US
05KS,small_airport,37.26620101928711,-95.95919799804688,US
05KY,small_airport,37.53689957,-84.40720367,US
05LA,small_airport,32.26530075073242,-91.69779968261719,US
05LL,heliport,41.7489013671875,-87.93509674072266,US
05LS,small_airport,31.252199172973633,-92.47579956054688,US
05M,heliport,34.7197,-97.213996,US
05MA,heliport,42.691200256347656,-70.91230010986328,US
05MD,small_airport,39.250099182128906,-76.2052001953125,US
05ME,small_airport,44.65700149536133,-67.55919647216797,US
05MN,heliport,47.5175001,-92.2302778,US
05MO,heliport,36.4297981262207,-89.68009948730469,US
05MS,heliport,32.31890106201172,-90.16809844970703,US
05NC,closed,34.008099,-78.2911,US
05NE,small_airport,41.7221984863,-98.3089981079,US
05NH,heliport,42.92390060424805,-70.95140075683594,US
05NJ,heliport,40.7140007019043,-74.03150177001953,US
05NV,small_airport,39.0311,-114.088219,US
05NY,heliport,43.551998138427734,-76.09020233154297,US
05OI,small_airport,41.28839874267578,-81.96260070800781,US
05OK,closed,35.8534,-97.567497,US
05OR,small_airport,45.44150161743164,-117.35099792480469,US
05PA,heliport,39.95479965209961,-75.1781997680664,US
05PN,heliport,40.30009841918945,-76.85800170898438,US
05PS,small_airport,40.142799377441406,-77.86190032958984,US
05S,small_airport,45.85150146484375,-123.24199676513672,US
05TA,small_airport,29.809099197387695,-96.26509857177734,US
05TE,small_airport,30.72209930419922,-97.79139709472656,US
05TN,closed,35.556998,-89.552903,US
05TS,small_airport,33.12929916381836,-97.35859680175781,US
05TX,small_airport,32.12919998168945,-97.4041976928711,US
05UT,small_airport,37.03329849243164,-110.31700134277344,US
05V,small_airport,37.41109848022461,-105.552001953125,US
05VA,small_airport,37.22420120239258,-78.4186019897461,US
05VT,heliport,45.013301849365234,-73.08670043945312,US
05WA,heliport,47.64820098876953,-117.41400146484375,US
05WI,small_airport,42.651100158691406,-88.74590301513672,US
05WN,small_airport,48.702222,-118.0475,US
05XS,small_airport,33.07929992675781,-91.54319763183594,US
05Y,small_airport,46.30379867553711,-95.43949890136719,US
06AK,small_airport,61.627619,-149.575331,US
06AL,heliport,31.388399124145508,-85.97239685058594,US
06AR,small_airport,35.544498443603516,-92.18489837646484,US
06AZ,heliport,33.28580093383789,-111.75299835205078,US
06B,seaplane_base,44.907001495399996,-68.8050003052,US
06CA,heliport,34.87080001831055,-116.83399963378906,US
06CL,heliport,35.15719985961914,-118.28900146484375,US
06CO,small_airport,37.38750076293945,-103.69100189208984,US
06FA,small_airport,26.90839958190918,-80.32890319824219,US
06FD,small_airport,28.641700744628906,-81.88500213623047,US
06FL,heliport,27.953399658203125,-82.8042984008789,US
06GA,heliport,33.75339889526367,-84.16210174560547,US
06I,seaplane_base,38.43339920043945,-86.69110107421875,US
06IA,small_airport,41.841400146484375,-91.83429718017578,US
06ID,small_airport,43.46269989013672,-116.35900115966797,US
06IL,small_airport,41.5994987487793,-88.86990356445312,US
06IN,closed,39.282799,-87.303596,US
06IS,small_airport,40.5463981628418,-91.27429962158203,US
06KS,heliport,37.69580078125,-97.37249755859375,US
06KY,heliport,37.525901794433594,-83.34519958496094,US
06LA,heliport,29.84600067138672,-90.02780151367188,US
06LL,closed,41.8736,-88.496901,US
06LS,heliport,30.70789909362793,-91.32019805908203,US
06MA,heliport,42.69060134887695,-71.60900115966797,US
06MD,heliport,39.29140090942383,-76.54630279541016,US
06ME,heliport,44.415247,-70.844275,US
06MI,heliport,42.2510986328125,-84.39140319824219,US
06MN,small_airport,47.6519012451,-92.41670227050001,US
06MO,small_airport,39.23059844970703,-94.80439758300781,US
06MT,small_airport,48.55830001831055,-112.10900115966797,US
06N,small_airport,41.43199920654297,-74.3916015625,US
06NC,small_airport,34.82749938964844,-78.9302978515625,US
06ND,small_airport,46.7489013671875,-101.66899871826172,US
06NE,heliport,40.68000030517578,-95.86170196533203,US
06NH,small_airport,42.92839813232422,-70.97309875488281,US
06NJ,closed,39.950102,-74.999603,US
06NV,small_airport,39.098333,-114.150277,US
06NY,small_airport,42.84280014038086,-76.44529724121094,US
06O1,heliport,41.11479949951172,-80.65699768066406,US
06OH,small_airport,41.50979995727539,-80.59120178222656,US
06OI,small_airport,39.734798431396484,-84.3822021484375,US
06OK,heliport,36.54169845581055,-94.83360290527344,US
06OR,small_airport,45.4650993347168,-123.08000183105469,US
06PA,small_airport,41.995792,-78.288152,US
06PN,heliport,40.382733,-76.772533,US
06PS,heliport,40.40230178833008,-79.92130279541016,US
06R,small_airport,29.9419002532959,-96.24610137939453,US
06SN,small_airport,37.583900451660156,-97.25309753417969,US
06TA,small_airport,30.90850067138672,-97.11689758300781,US
06TE,small_airport,30.312700271606445,-95.02690124511719,US
06TN,small_airport,35.69729995727539,-86.95690155029297,US
06TS,closed,32.120701,-96.179101,US
06TX,small_airport,30.057600021362305,-95.81289672851562,US
06VA,small_airport,38.249000549316406,-78.85530090332031,US
06WA,heliport,47.68629837036133,-117.197998046875,US
06WI,small_airport,45.66270065307617,-92.45020294189453,US
06WN,small_airport,46.92499923706055,-122.5530014038086,US
06XS,small_airport,33.32469940185547,-97.04419708251953,US
06Y,small_airport,45.83000183105469,-96.16059875488281,US
07AA,small_airport,61.6959639,-149.9549028,US
07AL,heliport,31.125200271606445,-85.9791030883789,US
07AR,small_airport,35.19449996948242,-92.80020141601562,US
07AZ,closed,33.56669998168945,-112.06900024414062,US
07B,small_airport,44.448001861572266,-68.5697021484375,US
07CA,heliport,35.13890075683594,-119.45099639892578,US
07CL,small_airport,39.49769973754883,-121.77100372314453,US
07CO,small_airport,39.26359939575195,-104.427001953125,US
07CT,closed,41.45289993286133,-72.24960327148438,US
07D,small_airport,43.06449890136719,-82.72380065917969,US
07FA,small_airport,25.325399398804,-80.274803161621,US
07FD,closed,30.417999,-83.283796,US
07FL,heliport,26.60540008544922,-81.8594970703125,US
07GA,small_airport,33.67499923706055,-83.76309967041016,US
07I,seaplane_base,39.05870056152344,-86.44609832763672,US
07ID,small_airport,42.2781982421875,-113.30500030517578,US
07II,heliport,39.01060104370117,-85.64080047607422,US
07IN,small_airport,39.573699951171875,-85.91390228271484,US
07K,small_airport,41.1125984192,-98.0516967773,US
07KS,small_airport,37.73419952392578,-96.93669891357422,US
07KY,small_airport,38.08060073852539,-85.69329833984375,US
07LA,closed,29.937099,-90.183701,US
07LS,heliport,32.518100738499996,-91.9889984131,US
07MA,heliport,41.91699981689453,-70.70950317382812,US
07MD,small_airport,39.608299255371094,-77.0519027709961,US
07ME,heliport,43.73830032348633,-70.33920288085938,US
07MI,small_airport,43.864200592041016,-85.0239028930664,US
07MN,small_airport,44.05500030517578,-95.90950012207031,US
07MO,small_airport,38.650001525878906,-93.61689758300781,US
07MT,small_airport,48.42110061645508,-106.52799987792969,US
07N,small_airport,40.01679992675781,-77.00389862060547,US
07NC,small_airport,34.83319854736328,-80.7511978149414,US
07NH,seaplane_base,43.17559814453125,-72.06390380859375,US
07NJ,heliport,40.793666,-73.994863,US
07NV,small_airport,39.102239,-114.053472,US
07NY,heliport,42.66640090942383,-74.76499938964844,US
07OH,closed,39.9373,-81.683503,US
07OK,small_airport,34.633399963378906,-99.03369903564453,US
07OR,small_airport,45.42179870605469,-122.62000274658203,US
07PN,small_airport,40.998889,-78.125278,US
07SN,small_airport,39.77280044555664,-99.36009979248047,US
07TA,small_airport,29.24049949645996,-95.3447036743164,US
07TE,small_airport,27.721099853515625,-97.51280212402344,US
07TN,small_airport,35.568599700927734,-84.24109649658203,US
07TS,small_airport,30.625,-97.57279968261719,US
07TX,heliport,33.183998107910156,-96.447998046875,US
07UT,small_airport,41.7166667,-112.4472222,US
07VA,small_airport,36.81959915161133,-78.78309631347656,US
07VT,small_airport,44.447200775146484,-72.91470336914062,US
07WA,heliport,47.651637,-117.424477,US
07WI,closed,42.965302,-88.391502,US
07XS,heliport,32.542198181152344,-97.3917007446289,US
07Y,small_airport,46.955501556396484,-93.5969009399414,US
08AK,small_airport,61.569639,-149.724439,US
08AR,heliport,35.141944,-90.19,US
08AZ,heliport,33.41740036010742,-111.83699798583984,US
08B,small_airport,44,-69.88710021972656,US
08CA,heliport,38.69490051269531,-120.8270034790039,US
08CL,small_airport,37.85960006713867,-120.55400085449219,US
08CN,heliport,36.172031,-119.306181,US
08CO,small_airport,38.73249816894531,-104.04100036621094,US
08CT,seaplane_base,41.895999908447266,-73.09310150146484,US
08F,small_airport,34.53179931640625,-96.23310089111328,US
08FA,small_airport,26.57979965209961,-81.48370361328125,US
08FD,small_airport,27.363100051879883,-80.77279663085938,US
08FL,small_airport,27.08449935913086,-81.32869720458984,US
08G,heliport,40.11090087890625,-81.52619934082031,US
08GA,small_airport,31.425800323486328,-81.28589630126953,US
08ID,small_airport,43.56930160522461,-116.7770004272461,US
08II,heliport,41.645085,-85.426386,US
08IL,small_airport,41.57699966430664,-89.79399871826172,US
08IN,seaplane_base,41.223056,-85.830556,US
08IS,small_airport,37.977798461899994,-89.20290374759999,US
08KS,small_airport,39.034698486328125,-97.58000183105469,US
08KY,small_airport,36.972599029541016,-84.6260986328125,US
08LA,heliport,29.952999114990234,-90.18260192871094,US
08LL,small_airport,41.07529830932617,-88.48919677734375,US
08LS,small_airport,30.403600692749023,-92.02359771728516,US
08MA,small_airport,42.29399871826172,-71.49620056152344,US
08MD,heliport,39.388301849365234,-76.61000061035156,US
08ME,small_airport,44.81420135498047,-70.34529876708984,US
08MI,heliport,42.73419952,-84.53659821,US
08MN,seaplane_base,47.66939926147461,-93.05439758300781,US
08MO,small_airport,37.395599365234375,-94.28379821777344,US
08MS,small_airport,34.66220093,-89.86830139,US
08MT,small_airport,47.063899993896484,-108.81700134277344,US
08N,small_airport,40.29180145263672,-76.32879638671875,US
08NC,small_airport,36.06760025024414,-80.4655990600586,US
08ND,small_airport,47.32310104370117,-102.0979995727539,US
08NE,small_airport,42.43170166015625,-97.07949829101562,US
08NH,heliport,44.0612983704,-71.1358032227,US
08NJ,heliport,40.76259994506836,-74.30400085449219,US
08NY,small_airport,41.368099212646484,-74.50559997558594,US
08OH,small_airport,41.29169845581055,-80.5636978149414,US
08OK,small_airport,34.93149948120117,-95.25830078125,US
08OL,small_airport,35.408087,-98.605477,US
08OR,small_airport,42.839298248291016,-121.11699676513672,US
08PA,heliport,41.05839920043945,-75.49960327148438,US
08PN,heliport,40.0458984375,-76.28079986572266,US
08R,small_airport,41.489498138427734,-71.62059783935547,US
08TA,heliport,29.951900482177734,-98.22450256347656,US
08TE,small_airport,29.9759998322,-98.743598938,US
08TS,closed,26.881331,-98.504885,US
08TX,small_airport,32.85820007324219,-97.74749755859375,US
08U,small_airport,41.51570129394531,-115.86000061035156,US
08VA,small_airport,37.55400085449219,-79.74980163574219,US
